"date","branch","observation_type","portfolio_kbob","disbursements_kbob","overdue_kbob","clients","mora_rate","source_sheet","portfolio_growth_mom","clients_growth_mom","avg_balance_bob","disbursement_per_client_bob","clients_per_million_bob","growth_kbob","amortization_kbob","historical_portfolio_growth","historical_mora","cycle_growth_rate"
2015-01-01,"16 de Julio","business_projection",40798.4885128815,3108.64532728799,4.62158825466907e-21,,1.13278418469103e-25,"Proyec.16Julio",,,,,,1990.22070465534,1118.42462263265,0.0288184665744844,-9.25259511521492e-05,0.0512820512820513
2015-02-01,"16 de Julio","business_projection",42788.7092175368,2655.07812946942,2.129076714617e-23,,4.97579093539098e-28,"Proyec.16Julio",,,,,,1990.17017136007,664.90795810935,0.0162973674355464,0.00460680743782411,0.0487804878048781
2015-03-01,"16 de Julio","business_projection",44778.8793888969,3125.65589073691,5.603365336656e-26,,1.25134112624654e-30,"Proyec.16Julio",,,,,,2445.06909814496,680.586792591953,0.015905756566104,0.00263182876323176,0.0571428571428572
2015-04-01,"16 de Julio","business_projection",47223.9484870418,3873.14802104071,1.76383768866133e-28,,3.73504915444612e-33,"Proyec.16Julio",,,,,,2420.47996696739,1452.66805407331,0.0324409202261884,0.00314781846745327,0.0540540540540539
2015-05-01,"16 de Julio","business_projection",49644.4284540092,3488.00407887563,8.07493345534208e-31,,1.62655381616947e-35,"Proyec.16Julio",,,,,,2421.74094805343,1066.2631308222,0.0225788644317784,0.00457804791634234,0.0512820512820513
2015-06-01,"16 de Julio","business_projection",52066.1694020627,3821.72078304635,4.47778438828654e-33,,8.6001801932238e-38,"Proyec.16Julio",,,,,,2421.67943678094,1400.04134626541,0.0282013790845113,0.00554528952226127,0.0487804878048781
2015-07-01,"16 de Julio","business_projection",54487.8488388436,3986.36523966159,4.45943952713276e-35,,8.18428259174307e-40,"Proyec.16Julio",,,,,,2975.20968011787,1011.15555954372,0.0194205867486703,0.00995903138792977,0.0571428571428572
2015-08-01,"16 de Julio","business_projection",57463.0585189615,4935.72952417028,-2.63204800454257e-38,,-4.58041752802638e-43,"Proyec.16Julio",,,,,,2945.28912642397,1990.44039774631,0.0365299867798663,-0.000590219463349214,0.0540540540540539
2015-09-01,"16 de Julio","business_projection",60408.3476453854,5392.80823623498,6.52095008420651e-41,,1.07947830695294e-45,"Proyec.16Julio",,,,,,2946.8235137929,2445.98472244208,0.0425662118495653,-0.0024775194346578,0.0512820512820513
2015-10-01,"16 de Julio","business_projection",63355.1711591783,7445.04019688035,1.14215092977784e-43,,1.80277459421302e-48,"Proyec.16Julio",,,,,,2946.74866562856,4498.29153125179,0.0744647338751603,0.0017515100024214,0.0487804878048781
2015-11-01,"16 de Julio","business_projection",66301.9198248069,8396.91030951925,-2.33828996862236e-46,,-3.52673040961852e-51,"Proyec.16Julio",,,,,,3620.29549481019,4776.61481470906,0.075394237397101,-0.00204726880455036,0.0571428571428572
2015-12-01,"16 de Julio","business_projection",69922.2153196171,6406.44942883894,-1.43406144194089e-50,,-2.05093822526323e-55,"Proyec.16Julio",,,,,,3583.88755809766,2822.56187074127,0.0425713445130922,6.13294955366801e-05,0.0540540540540539
2016-01-01,"16 de Julio","business_projection",73506.1028777147,5600.80565677752,1.32687898926203e-54,,1.80512765242015e-59,"Proyec.16Julio",,,,,,3585.75463177524,2015.05102500229,0.0288184665744844,-9.25259511521492e-05,0.0512820512820513
2016-02-01,"16 de Julio","business_projection",77091.85750949,4783.61952236367,6.11267599682487e-57,,7.92908122115543e-62,"Proyec.16Julio",,,,,,3585.66355501048,1197.95596735319,0.0162973674355464,0.00460680743782411,0.0487804878048781
2016-03-01,"16 de Julio","business_projection",80677.5210645005,5631.45331931701,1.60875165087601e-59,,1.99405191142379e-64,"Proyec.16Julio",,,,,,4405.24900054229,1226.20431877473,0.015905756566104,0.00263182876323176,0.0571428571428572
2016-04-01,"16 de Julio","business_projection",85082.7700650427,6978.20010946768,5.06405815617343e-62,,5.95191970395668e-67,"Proyec.16Julio",,,,,,4360.94708456758,2617.25302490009,0.0324409202261884,0.00314781846745327,0.0540540540540539
2016-05-01,"16 de Julio","business_projection",89443.7171496103,6284.29130847327,2.31835008901062e-64,,2.59196527480267e-69,"Proyec.16Julio",,,,,,4363.2189776945,1921.07233077877,0.0225788644317784,0.00457804791634234,0.0512820512820513
2016-06-01,"16 de Julio","business_projection",93806.9361273048,6885.54432770349,1.28559224575241e-66,,1.3704660857996e-71,"Proyec.16Julio",,,,,,4363.10815363953,2522.43617406396,0.0282013790845113,0.00554528952226127,0.0487804878048781
2016-07-01,"16 de Julio","business_projection",98170.0442809444,7182.182090819,1.28032535275273e-68,,1.30419147931591e-73,"Proyec.16Julio",,,,,,5360.39635013171,1821.7857406873,0.0194205867486703,0.00995903138792977,0.0571428571428572
2016-08-01,"16 de Julio","business_projection",103530.440631076,8892.63929981282,-7.55672942614112e-72,,-7.29904111300852e-77,"Proyec.16Julio",,,,,,5306.48888005104,3586.15041976179,0.0365299867798663,-0.000590219463349214,0.0540540540540539
2016-09-01,"16 de Julio","business_projection",108836.929511127,9716.15203447744,1.87219440157151e-74,,1.72018303895656e-79,"Proyec.16Julio",,,,,,5309.25336569621,4406.89866878123,0.0425662118495653,-0.0024775194346578,0.0512820512820513
2016-10-01,"16 de Julio","business_projection",114146.182876823,13413.6315045736,3.27916722082986e-77,,2.872778693238e-82,"Proyec.16Julio",,,,,,5309.11851273791,8104.51299183566,0.0744647338751603,0.0017515100024214,0.0487804878048781
2016-11-01,"16 de Julio","business_projection",119455.301389561,15128.6034313209,-6.71333675610907e-80,,-5.61995715386117e-85,"Proyec.16Julio",,,,,,6522.63902153276,8605.96440978813,0.075394237397101,-0.00204726880455036,0.0571428571428572
2016-12-01,"16 de Julio","business_projection",125977.940411094,11542.4161077249,-4.11725556620022e-84,,-3.26823533768269e-89,"Proyec.16Julio",,,,,,6457.04331835465,5085.37278937027,0.0425713445130922,6.13294955366801e-05,0.0540540540540539
2012-05-01,"Ceja","observed",134.2182232,134.2182232,0,12,0,"PP.ceja",,,11184.8519333333,11184.8519333333,89.4066372948379,,,,,
2012-06-01,"Ceja","observed",1061.6,929.5,0,62,0,"PP.ceja",6.90950717934999,4.16666666666667,17122.5806451613,14991.935483871,58.4024114544084,,,,,
2012-07-01,"Ceja","observed",2052.71,1017.2,0,115,0,"PP.ceja",0.933600226073851,0.854838709677419,17849.652173913,8845.21739130435,56.0235006406165,,,,,
2012-08-01,"Ceja","observed",3876.93,1894,0,222,0,"PP.ceja",0.888688611640222,0.930434782608696,17463.6486486487,8531.53153153153,57.261802508686,,,,,
2012-09-01,"Ceja","observed",6002.42,2289,0,365,0,"PP.ceja",0.548240489253095,0.644144144144144,16444.9863013699,6271.23287671233,60.8088071144638,,,,,
2012-10-01,"Ceja","observed",8311.89,2585.8,0,528,0,"PP.ceja",0.38475648155244,0.446575342465753,15742.2159090909,4897.34848484848,63.5234585635758,,,,,
2012-11-01,"Ceja","observed",10104.42,2257.4,0,678,0,"PP.ceja",0.215658532535921,0.284090909090909,14903.2743362832,3329.49852507375,67.099348601899,,,,,
2012-12-01,"Ceja","observed",12137.63,2636.9,0,783,0,"PP.ceja",0.201219862198919,0.154867256637168,15501.4431673052,3367.68837803321,64.5101226516214,,,,,
2013-01-01,"Ceja","observed",13987.79,2650.2,0,887,0,"PP.ceja",0.152431735025701,0.132822477650064,15769.7745208568,2987.82412626832,63.4124475703453,,,,,
2013-02-01,"Ceja","observed",15535.86,2574.8,4.26,973,0.000274204324704265,"PP.ceja",0.110672951195292,0.0969560315670801,15966.9681397739,2646.24871531346,62.629297637852,,,,,
2013-03-01,"Ceja","observed",17521.57,3248.9,0,1100,0,"PP.ceja",0.127814617278992,0.130524152106886,15928.7,2953.54545454545,62.7797623158199,,,,,
2013-04-01,"Ceja","observed",19756.89,3864.6,3.48,1205,0.000176141082933599,"PP.ceja",0.12757532572709,0.0954545454545455,16395.7593360996,3207.13692946058,60.9913807284446,,,,,
2013-05-01,"Ceja","observed",21094.99,2794.6,42.28,1306,0.00200426736395703,"PP.ceja",0.0677282709981177,0.083817427385892,16152.3660030628,2139.81623277182,61.9104346577078,,,,,
2013-06-01,"Ceja","observed",21892.1,2372,29.31,1387,0.00133883912461573,"PP.ceja",0.0377866972205247,0.0620214395099541,15783.7779379957,1710.16582552271,63.3561878485847,,,,,
2013-07-01,"Ceja","observed",23572.65,3440.3,38.18,1491,0.00161967364721404,"PP.ceja",0.0767651344548947,0.0749819754866619,15809.9597585513,2307.37759892689,63.2512678888458,,,,,
2013-08-01,"Ceja","observed",24300.73,2701.2,-16.22,1561,-0.000667469660376458,"PP.ceja",0.0308866419346148,0.0469483568075117,15567.4119154388,1730.42921204356,64.2367533814828,,,,,
2013-09-01,"Ceja","observed",25587.26,3373.2,8.34,1634,0.00032594345779892,"PP.ceja",0.0529420309595636,0.0467648942985266,15659.2778457772,2064.38188494492,63.8599052809875,,,,,
2013-10-01,"Ceja","observed",27680.78,4429,25.51,1717,0.000921578076918353,"PP.ceja",0.0818188426584168,0.0507955936352509,16121.5958066395,2579.49912638323,62.0285989050887,,,,,
2013-11-01,"Ceja","observed",29102.1,3889.3,18.26,1779,0.000627446129317128,"PP.ceja",0.0513468189841471,0.0361094933022714,16358.6846543002,2186.22821810006,61.1296092034595,,,,,
2013-12-01,"Ceja","observed",30579.71,3974.8,18.03,1842,0.000589606637865434,"PP.ceja",0.0507733118915816,0.0354131534569984,16601.3626492942,2157.87187839305,60.2360192428247,,,,,
2014-01-01,"Ceja","observed",31595.04,3832.6,40.98,1908,0.00129703902891087,"PP.ceja",0.0332027347545154,0.0358306188925082,16559.2452830189,2008.70020964361,60.3892256506084,,,,,
2014-02-01,"Ceja","observed",32620.76,3914.4,2.96,1979,9.07397620411051e-05,"PP.ceja",0.032464589378586,0.0372117400419287,16483.4562910561,1977.96867104598,60.6668882024821,,,,,
2014-03-01,"Ceja","observed",33352.14,3552.1,-46.17,2011,-0.00138431896723868,"PP.ceja",0.0224206916086567,0.0161697827185447,16584.8533068125,1766.33515663849,60.2959810075156,,,,,
2014-04-01,"Ceja","observed",34160.23,3955.2,-70.74,2041,-0.00207082914839859,"PP.ceja",0.0242290299812846,0.0149179512680258,16737.0063694268,1937.87359137678,59.7478412762443,,,,,
2014-05-01,"Ceja","observed",35453.44,4113.1,-86.83,2082,-0.00244912764459528,"PP.ceja",0.037857180703994,0.0200881920627143,17028.5494716619,1975.55235350624,58.724907935591,,,,,
2014-06-01,"Ceja","business_projection",37130.91,,169.94,,,"Proyec.Ceja",,,,,,1677.47,,,,
2014-06-01,"Ceja","observed",37130.91,4065.5,-22.72,2104,-0.000611889124182521,"PP.ceja",0.0473147316593256,0.0105667627281461,17647.7709125475,1932.27186311787,56.6643801619729,,,,,
2014-07-01,"Ceja","business_projection",38609.18,2086.88709174665,0.155324588811721,,4.0229963136156e-06,"Proyec.Ceja",,,,,,601.6,1485.28709174665,0.0400013652169218,0.000913996638882671,
2014-07-01,"Ceja","observed",38609.18,4913.3,-188.21,2142,-0.00487474740463278,"PP.ceja",0.0398123827291061,0.018060836501901,18024.827264239,2293.7908496732,55.4790337427524,,,,,
2014-08-01,"Ceja","business_projection",39210.78,3497.37553768418,-9.16755954533914e-05,,-2.33802019376792e-09,"Proyec.Ceja",,,,,,2086.9827027027,1410.39283498148,0.0365299867798663,-0.000590219463349214,0.0540540540540539
2014-09-01,"Ceja","business_projection",41297.7627027027,3679.86359903593,2.27128069419604e-07,,5.49976692574534e-12,"Proyec.Ceja",,,,,,2010.80923076923,1669.0543682667,0.0425662118495653,-0.0024775194346578,0.0512820512820513
2014-10-01,"Ceja","business_projection",43308.5719334719,5089.75191918422,3.97817085419099e-10,,9.18564311079576e-15,"Proyec.Ceja",,,,,,2014.52500988794,3075.22690929628,0.0744647338751603,0.0017515100024214,0.0487804878048781
2014-11-01,"Ceja","business_projection",45323.0969433599,5739.99229273715,-8.14438508895667e-13,,-1.79696129307639e-17,"Proyec.Ceja",,,,,,2474.77553905554,3265.21675368161,0.075394237397101,-0.00204726880455036,0.0571428571428572
2014-12-01,"Ceja","business_projection",47797.8724824154,4379.36230644955,-4.99491028962172e-17,,-1.04500682356925e-21,"Proyec.Ceja",,,,,,2449.8971320735,1929.46517437605,0.0425713445130922,6.13294955366801e-05,0.0540540540540539
2015-01-01,"Ceja","business_projection",50247.7696144889,3828.63433828213,4.62158825466907e-21,,9.19759879916428e-26,"Proyec.Ceja",,,,,,2451.17294781618,1377.46139046596,0.0288184665744844,-9.25259511521492e-05,0.0512820512820513
2015-02-01,"Ceja","business_projection",52698.9425623051,3270.01707712591,2.129076714617e-23,,4.04007483091303e-28,"Proyec.Ceja",,,,,,2451.1107129019,818.906364224012,0.0162973674355464,0.00460680743782411,0.0487804878048781
2015-03-01,"Ceja","business_projection",55150.053275207,3849.58469810456,5.603365336656e-26,,1.01602174501888e-30,"Proyec.Ceja",,,,,,3011.36814641743,838.216551687124,0.015905756566104,0.00263182876323176,0.0571428571428572
2015-04-01,"Ceja","business_projection",58161.4214216244,4770.20243959302,1.76383768866133e-28,,3.03265918464216e-33,"Proyec.Ceja",,,,,,2981.08396082199,1789.11847877103,0.0324409202261884,0.00314781846745327,0.0540540540540539
2015-05-01,"Ceja","business_projection",61142.5053824464,4295.85584541913,8.07493345534208e-31,,1.32067428458048e-35,"Proyec.Ceja",,,,,,2982.63699598074,1313.21884943839,0.0225788644317784,0.00457804791634234,0.0512820512820513
2015-06-01,"Ceja","business_projection",64125.1423784272,4706.86421063526,4.47778438828654e-33,,6.98288412657458e-38,"Proyec.Ceja",,,,,,2982.56123816812,1724.30297246714,0.0282013790845113,0.00554528952226127,0.0487804878048781
2015-07-01,"Ceja","business_projection",67107.7036165953,4909.64174052692,4.45943952713276e-35,,6.64519762531401e-40,"Proyec.Ceja",,,,,,3664.29385019584,1245.34789033108,0.0194205867486703,0.00995903138792977,0.0571428571428572
2015-08-01,"Ceja","business_projection",70771.9974667911,6078.88696467628,-2.63204800454257e-38,,-3.71905287225732e-43,"Proyec.Ceja",,,,,,3627.44343873487,2451.44352594141,0.0365299867798663,-0.000590219463349214,0.0540540540540539
2015-09-01,"Ceja","business_projection",74399.440905526,6641.82904061352,6.52095008420651e-41,,8.76478371993003e-46,"Proyec.Ceja",,,,,,3629.33320342519,3012.49583718833,0.0425662118495653,-0.0024775194346578,0.0512820512820513
2015-10-01,"Ceja","business_projection",78028.7741089512,9169.37558727247,1.14215092977784e-43,,1.46375608590628e-48,"Proyec.Ceja",,,,,,3629.24101978176,5540.13456749071,0.0744647338751603,0.0017515100024214,0.0487804878048781
2015-11-01,"Ceja","business_projection",81658.0151287329,10341.7070109151,-2.33828996862236e-46,,-2.86351555929454e-51,"Proyec.Ceja",,,,,,4458.78709194007,5882.91991897504,0.075394237397101,-0.00204726880455036,0.0571428571428572
2015-12-01,"Ceja","business_projection",86116.802220673,7890.23825801587,-1.43406144194089e-50,,-1.66525161752538e-55,"Proyec.Ceja",,,,,,4413.94676371528,3476.29149430058,0.0425713445130922,6.13294955366801e-05,0.0540540540540539
2016-01-01,"Ceja","business_projection",90530.7489843883,6898.00045402477,1.32687898926203e-54,,1.46566664271257e-59,"Proyec.Ceja",,,,,,4416.24626772682,2481.75418629795,0.0288184665744844,-9.25259511521492e-05,0.0512820512820513
2016-02-01,"Ceja","business_projection",94946.9952521151,5891.54697721323,6.11267599682487e-57,,6.43798782741226e-62,"Proyec.Ceja",,,,,,4416.13409679943,1475.4128804138,0.0162973674355464,0.00460680743782411,0.0487804878048781
2016-03-01,"Ceja","business_projection",99363.1293489145,6935.74637899833,1.60875165087601e-59,,1.61906298786833e-64,"Proyec.Ceja",,,,,,5425.54258583515,1510.20379316318,0.015905756566104,0.00263182876323176,0.0571428571428572
2016-04-01,"Ceja","business_projection",104788.67193475,8594.41131743875,5.06405815617343e-62,,4.83263893193221e-67,"Proyec.Ceja",,,,,,5370.97996480618,3223.43135263257,0.0324409202261884,0.00314781846745327,0.0540540540540539
2016-05-01,"Ceja","business_projection",110159.651899556,7739.7872655367,2.31835008901062e-64,,2.10453650591099e-69,"Proyec.Ceja",,,,,,5373.77804793589,2366.00921760081,0.0225788644317784,0.00457804791634234,0.0512820512820513
2016-06-01,"Ceja","business_projection",115533.429947492,8480.29565911308,1.28559224575241e-66,,1.11274481017026e-71,"Proyec.Ceja",,,,,,5373.6415560759,3106.65410303718,0.0282013790845113,0.00554528952226127,0.0487804878048781
2016-07-01,"Ceja","business_projection",120907.071503568,8845.6372813805,1.28032535275273e-68,,1.05893339143108e-73,"Proyec.Ceja",,,,,,6601.91028271382,2243.72699866669,0.0194205867486703,0.00995903138792977,0.0571428571428572
2016-08-01,"Ceja","business_projection",127508.981786281,10952.2511021889,-7.55672942614112e-72,,-5.92642911917138e-77,"Proyec.Ceja",,,,,,6535.51737857121,4416.73372361768,0.0365299867798663,-0.000590219463349214,0.0540540540540539
2016-09-01,"Ceja","business_projection",134044.499164853,11966.4964743235,1.87219440157151e-74,,1.39669618166802e-79,"Proyec.Ceja",,,,,,6538.92214288623,5427.57433143722,0.0425662118495653,-0.0024775194346578,0.0512820512820513
2016-10-01,"Ceja","business_projection",140583.421307739,16520.344014562,3.27916722082986e-77,,2.33254191022405e-82,"Proyec.Ceja",,,,,,6538.75605682209,9981.5879577399,0.0744647338751603,0.0017515100024214,0.0487804878048781
2016-11-01,"Ceja","business_projection",147122.177364561,18632.5182006146,-6.71333675610907e-80,,-4.56310318156438e-85,"Proyec.Ceja",,,,,,8033.33836044223,10599.1798401723,0.075394237397101,-0.00204726880455036,0.0571428571428572
2016-12-01,"Ceja","business_projection",155155.515725003,14215.7390259171,-4.11725556620022e-84,,-2.65363145290794e-89,"Proyec.Ceja",,,,,,7952.55012781409,6263.18889810298,0.0425713445130922,6.13294955366801e-05,0.0540540540540539
2012-03-01,"Global","observed",109.8333994,109.8333297,0,18,0,"PP.global",,,6101.85552222222,6101.85165,163.884575168671,,,,,
2012-04-01,"Global","observed",500.3463987,398.7431056,0,79,0,"PP.global",3.5555031660069,3.38888888888889,6333.49871772152,5047.3810835443,157.89061379328,,,,,
2012-05-01,"Global","observed",1380.0821646,904.0677571,0,188,0,"PP.global",1.75825341840319,1.37974683544304,7340.86257765957,4808.87104840425,136.223773353733,,,,,
2012-06-01,"Global","observed",3616.65,2326.3,0,337,0,"PP.global",1.62060483989244,0.792553191489362,10731.8991097923,6902.96735905045,93.1801529039304,,,,,
2012-07-01,"Global","observed",6089.38,2632.2,0,496,0,"PP.global",0.683707298190314,0.471810089020771,12276.9758064516,5306.85483870968,81.4532842424023,,,,,
2012-08-01,"Global","observed",10114.16,4353.4,0,722,0,"PP.global",0.660950704341,0.455645161290323,14008.5318559557,6029.63988919668,71.3850680629929,,,,,
2012-09-01,"Global","observed",14038.5,4440.6,0,999,0,"PP.global",0.388004540169426,0.383656509695291,14052.5525525526,4445.04504504505,71.1614488727428,,,,,
2012-10-01,"Global","observed",18614.42,5442.6,5.55,1318,0.000298155945766777,"PP.global",0.325955052177939,0.319319319319319,14123.2321699545,4129.43854324734,70.8053218956057,,,,,
2012-11-01,"Global","observed",22189.75,4665.7,-5.55,1577,-0.000250115481246972,"PP.global",0.192073134698798,0.196509863429438,14070.8623969562,2958.59226379201,71.0688493561216,,,,,
2012-12-01,"Global","observed",25579.33,4732.6,10.37,1765,0.000405405458235223,"PP.global",0.152754312238759,0.119213696892835,14492.5382436261,2681.3597733711,69.0010254373355,,,,,
2013-01-01,"Global","observed",28607.98,4820.4,3.62,1946,0.000126538119783361,"PP.global",0.118402241184582,0.102549575070822,14700.914696814,2477.08119218911,68.0229782039836,,,,,
2013-02-01,"Global","observed",31084.83,4399.6,44.98,2113,0.00144700807435653,"PP.global",0.0865789894987341,0.0858170606372046,14711.2304779934,2082.15806909607,67.975279260012,,,,,
2013-03-01,"Global","observed",33965.7,5329.1,41.04,2320,0.00120827776256635,"PP.global",0.0926776823292903,0.0979649787032655,14640.3879310345,2297.02586206897,68.3042010027763,,,,,
2013-04-01,"Global","observed",37836.39,6829.3,74.09,2536,0.00195816778503446,"PP.global",0.113958787835964,0.0931034482758621,14919.7121451104,2692.94164037855,67.0254218227479,,,,,
2013-05-01,"Global","observed",40240.87,5195.2,100.4,2712,0.00249497587900063,"PP.global",0.0635494031010888,0.0694006309148265,14838.0789085546,1915.63421828909,67.3941691618496,,,,,
