"forecast_key","date_key","branch_key","model_key","model","forecast_kbob","lo80_kbob","hi80_kbob","lo95_kbob","hi95_kbob","rmse","mae","mape","selected_model"
"20150801|BR_CEJA|MD_ETS","20150801","BR_CEJA","MD_ETS","ETS","55672.2541458823","49998.7391127609","61345.7691790037","46995.3616745762","64349.1466171884","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20150901|BR_CEJA|MD_ETS","20150901","BR_CEJA","MD_ETS","ETS","56984.7998761709","50820.2392268223","63149.3605255195","47556.9179414306","66412.6818109112","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20151001|BR_CEJA|MD_ETS","20151001","BR_CEJA","MD_ETS","ETS","58297.3456064595","51629.3170112423","64965.3742016767","48099.4758945567","68495.2153183623","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20151101|BR_CEJA|MD_ETS","20151101","BR_CEJA","MD_ETS","ETS","59609.8913367482","52426.2032225341","66793.5794509622","48623.3884455869","70596.3942279095","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20151201|BR_CEJA|MD_ETS","20151201","BR_CEJA","MD_ETS","ETS","60922.4370670368","53211.1254551039","68633.7486789697","49129.0036701283","72715.8704639453","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20160101|BR_CEJA|MD_ETS","20160101","BR_CEJA","MD_ETS","ETS","62234.9827973254","53984.3057973113","70485.6597973395","49616.6612230166","74853.3043716342","1748.59007050658","1643.70840966476","4.60780209953756","True"
"20140801|BR_GLOBAL|MD_ARIMA","20140801","BR_GLOBAL","MD_ARIMA","ARIMA","71874.4981434848","70957.1280793555","72791.8682076142","70471.5017018827","73277.494585087","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20140901|BR_GLOBAL|MD_ARIMA","20140901","BR_GLOBAL","MD_ARIMA","ARIMA","74040.7778746651","72309.840503342","75771.7152459881","71393.5376086474","76688.0181406828","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20141001|BR_GLOBAL|MD_ARIMA","20141001","BR_GLOBAL","MD_ARIMA","ARIMA","76051.9297467682","73300.7310915046","78803.1284020319","71844.3344976919","80259.5249958446","3759.3158472371","3451.70571598095","5.29810264873614","True"
"20141101|BR_GLOBAL|MD_ARIMA","20141101","BR_GLOBAL","MD_ARIMA","ARIMA","78397.8184603268","74452.5771815897","82343.0597390639","72364.092604466","84431.5443161877","3759.3158472371","3451.70571598095","5.29810264873614","True"
